GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JTIE001,NAME_M,JTIM001
"G53002500101001","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010100","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250101001",,,"Block Group 1, Census Tract 101, Grant County, Washington",174300,"Block Group 1, Census Tract 101, Grant County, Washington",39090
"G53002500101002","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010100","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250101002",,,"Block Group 2, Census Tract 101, Grant County, Washington",142500,"Block Group 2, Census Tract 101, Grant County, Washington",27048
"G53002500101003","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010100","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250101003",,,"Block Group 3, Census Tract 101, Grant County, Washington",106900,"Block Group 3, Census Tract 101, Grant County, Washington",13235
"G53002500101004","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010100","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250101004",,,"Block Group 4, Census Tract 101, Grant County, Washington",123400,"Block Group 4, Census Tract 101, Grant County, Washington",20940
"G53002500102001","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010200","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250102001",,,"Block Group 1, Census Tract 102, Grant County, Washington",128500,"Block Group 1, Census Tract 102, Grant County, Washington",16714
"G53002500102002","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010200","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250102002",,,"Block Group 2, Census Tract 102, Grant County, Washington",215200,"Block Group 2, Census Tract 102, Grant County, Washington",46454
"G53002500103001","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010300","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250103001",,,"Block Group 1, Census Tract 103, Grant County, Washington",150900,"Block Group 1, Census Tract 103, Grant County, Washington",32192
"G53002500103002","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010300","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250103002",,,"Block Group 2, Census Tract 103, Grant County, Washington",90200,"Block Group 2, Census Tract 103, Grant County, Washington",9226
"G53002500104001","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010400","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250104001",,,"Block Group 1, Census Tract 104, Grant County, Washington",182300,"Block Group 1, Census Tract 104, Grant County, Washington",82913
"G53002500104002","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010400","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250104002",,,"Block Group 2, Census Tract 104, Grant County, Washington",118700,"Block Group 2, Census Tract 104, Grant County, Washington",20422
"G53002500104003","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010400","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250104003",,,"Block Group 3, Census Tract 104, Grant County, Washington",139400,"Block Group 3, Census Tract 104, Grant County, Washington",23373
"G53002500104004","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010400","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250104004",,,"Block Group 4, Census Tract 104, Grant County, Washington",129600,"Block Group 4, Census Tract 104, Grant County, Washington",26672
"G53002500104005","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010400","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250104005",,,"Block Group 5, Census Tract 104, Grant County, Washington",98800,"Block Group 5, Census Tract 104, Grant County, Washington",23274
"G53002500105001","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010500","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250105001",,,"Block Group 1, Census Tract 105, Grant County, Washington",197300,"Block Group 1, Census Tract 105, Grant County, Washington",65384
"G53002500105002","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010500","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250105002",,,"Block Group 2, Census Tract 105, Grant County, Washington",123000,"Block Group 2, Census Tract 105, Grant County, Washington",39882
"G53002500106001","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010600","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250106001",,,"Block Group 1, Census Tract 106, Grant County, Washington",107200,"Block Group 1, Census Tract 106, Grant County, Washington",18502
"G53002500106002","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010600","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250106002",,,"Block Group 2, Census Tract 106, Grant County, Washington",142300,"Block Group 2, Census Tract 106, Grant County, Washington",11267
"G53002500106003","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010600","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250106003",,,"Block Group 3, Census Tract 106, Grant County, Washington",114300,"Block Group 3, Census Tract 106, Grant County, Washington",16538
"G53002500107001","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010700","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250107001",,,"Block Group 1, Census Tract 107, Grant County, Washington",259900,"Block Group 1, Census Tract 107, Grant County, Washington",35892
"G53002500107002","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010700","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250107002",,,"Block Group 2, Census Tract 107, Grant County, Washington",215700,"Block Group 2, Census Tract 107, Grant County, Washington",49517
"G53002500108001","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010800","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250108001",,,"Block Group 1, Census Tract 108, Grant County, Washington",117800,"Block Group 1, Census Tract 108, Grant County, Washington",63043
"G53002500108002","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010800","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250108002",,,"Block Group 2, Census Tract 108, Grant County, Washington",128400,"Block Group 2, Census Tract 108, Grant County, Washington",38878
"G53002500108003","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010800","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250108003",,,"Block Group 3, Census Tract 108, Grant County, Washington",92100,"Block Group 3, Census Tract 108, Grant County, Washington",11418
"G53002500109011","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010901","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250109011",,,"Block Group 1, Census Tract 109.01, Grant County, Washington",98100,"Block Group 1, Census Tract 109.01, Grant County, Washington",30575
"G53002500109021","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010902","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250109021",,,"Block Group 1, Census Tract 109.02, Grant County, Washington",51100,"Block Group 1, Census Tract 109.02, Grant County, Washington",28612
"G53002500109022","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010902","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250109022",,,"Block Group 2, Census Tract 109.02, Grant County, Washington",68000,"Block Group 2, Census Tract 109.02, Grant County, Washington",32141
"G53002500109023","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010902","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250109023",,,"Block Group 3, Census Tract 109.02, Grant County, Washington",195700,"Block Group 3, Census Tract 109.02, Grant County, Washington",34537
"G53002500109024","2006-2010","WA",,,"Washington","53","Grant County","025",,,"010902","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250109024",,,"Block Group 4, Census Tract 109.02, Grant County, Washington",117700,"Block Group 4, Census Tract 109.02, Grant County, Washington",47854
"G53002500110001","2006-2010","WA",,,"Washington","53","Grant County","025",,,"011000","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250110001",,,"Block Group 1, Census Tract 110, Grant County, Washington",259100,"Block Group 1, Census Tract 110, Grant County, Washington",40478
"G53002500110002","2006-2010","WA",,,"Washington","53","Grant County","025",,,"011000","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250110002",,,"Block Group 2, Census Tract 110, Grant County, Washington",147800,"Block Group 2, Census Tract 110, Grant County, Washington",14909
"G53002500110003","2006-2010","WA",,,"Washington","53","Grant County","025",,,"011000","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250110003",,,"Block Group 3, Census Tract 110, Grant County, Washington",179000,"Block Group 3, Census Tract 110, Grant County, Washington",11206
"G53002500110004","2006-2010","WA",,,"Washington","53","Grant County","025",,,"011000","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250110004",,,"Block Group 4, Census Tract 110, Grant County, Washington",185400,"Block Group 4, Census Tract 110, Grant County, Washington",29642
"G53002500111001","2006-2010","WA",,,"Washington","53","Grant County","025",,,"011100","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250111001",,,"Block Group 1, Census Tract 111, Grant County, Washington",106300,"Block Group 1, Census Tract 111, Grant County, Washington",21368
"G53002500111002","2006-2010","WA",,,"Washington","53","Grant County","025",,,"011100","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250111002",,,"Block Group 2, Census Tract 111, Grant County, Washington",245500,"Block Group 2, Census Tract 111, Grant County, Washington",47760
"G53002500111003","2006-2010","WA",,,"Washington","53","Grant County","025",,,"011100","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250111003",,,"Block Group 3, Census Tract 111, Grant County, Washington",79000,"Block Group 3, Census Tract 111, Grant County, Washington",68981
"G53002500111004","2006-2010","WA",,,"Washington","53","Grant County","025",,,"011100","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250111004",,,"Block Group 4, Census Tract 111, Grant County, Washington",116300,"Block Group 4, Census Tract 111, Grant County, Washington",16805
"G53002500112001","2006-2010","WA",,,"Washington","53","Grant County","025",,,"011200","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250112001",,,"Block Group 1, Census Tract 112, Grant County, Washington",179600,"Block Group 1, Census Tract 112, Grant County, Washington",24503
"G53002500112002","2006-2010","WA",,,"Washington","53","Grant County","025",,,"011200","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250112002",,,"Block Group 2, Census Tract 112, Grant County, Washington",209600,"Block Group 2, Census Tract 112, Grant County, Washington",52309
"G53002500113001","2006-2010","WA",,,"Washington","53","Grant County","025",,,"011300","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250113001",,,"Block Group 1, Census Tract 113, Grant County, Washington",170600,"Block Group 1, Census Tract 113, Grant County, Washington",43235
"G53002500113002","2006-2010","WA",,,"Washington","53","Grant County","025",,,"011300","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250113002",,,"Block Group 2, Census Tract 113, Grant County, Washington",95600,"Block Group 2, Census Tract 113, Grant County, Washington",14707
"G53002500114011","2006-2010","WA",,,"Washington","53","Grant County","025",,,"011401","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250114011",,,"Block Group 1, Census Tract 114.01, Grant County, Washington",179000,"Block Group 1, Census Tract 114.01, Grant County, Washington",93741
"G53002500114021","2006-2010","WA",,,"Washington","53","Grant County","025",,,"011402","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250114021",,,"Block Group 1, Census Tract 114.02, Grant County, Washington",131300,"Block Group 1, Census Tract 114.02, Grant County, Washington",60736
"G53002500114022","2006-2010","WA",,,"Washington","53","Grant County","025",,,"011402","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250114022",,,"Block Group 2, Census Tract 114.02, Grant County, Washington",132200,"Block Group 2, Census Tract 114.02, Grant County, Washington",143954
"G53002500114023","2006-2010","WA",,,"Washington","53","Grant County","025",,,"011402","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250114023",,,"Block Group 3, Census Tract 114.02, Grant County, Washington",96400,"Block Group 3, Census Tract 114.02, Grant County, Washington",23669
"G53002500114024","2006-2010","WA",,,"Washington","53","Grant County","025",,,"011402","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250114024",,,"Block Group 4, Census Tract 114.02, Grant County, Washington",119200,"Block Group 4, Census Tract 114.02, Grant County, Washington",154844
"G53002500114025","2006-2010","WA",,,"Washington","53","Grant County","025",,,"011402","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530250114025",,,"Block Group 5, Census Tract 114.02, Grant County, Washington",79500,"Block Group 5, Census Tract 114.02, Grant County, Washington",80539
"G53002700002001","2006-2010","WA",,,"Washington","53","Grays Harbor County","027",,,"000200","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530270002001",,,"Block Group 1, Census Tract 2, Grays Harbor County, Washington",182600,"Block Group 1, Census Tract 2, Grays Harbor County, Washington",17710
"G53002700002002","2006-2010","WA",,,"Washington","53","Grays Harbor County","027",,,"000200","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530270002002",,,"Block Group 2, Census Tract 2, Grays Harbor County, Washington",259000,"Block Group 2, Census Tract 2, Grays Harbor County, Washington",78638
"G53002700002003","2006-2010","WA",,,"Washington","53","Grays Harbor County","027",,,"000200","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530270002003",,,"Block Group 3, Census Tract 2, Grays Harbor County, Washington",183100,"Block Group 3, Census Tract 2, Grays Harbor County, Washington",18623
"G53002700002004","2006-2010","WA",,,"Washington","53","Grays Harbor County","027",,,"000200","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530270002004",,,"Block Group 4, Census Tract 2, Grays Harbor County, Washington",152400,"Block Group 4, Census Tract 2, Grays Harbor County, Washington",68996
"G53002700002005","2006-2010","WA",,,"Washington","53","Grays Harbor County","027",,,"000200","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530270002005",,,"Block Group 5, Census Tract 2, Grays Harbor County, Washington",194100,"Block Group 5, Census Tract 2, Grays Harbor County, Washington",166627
"G53002700002006","2006-2010","WA",,,"Washington","53","Grays Harbor County","027",,,"000200","6",,,,,,,,,,,,,,,,,,,,,,,,"15000US530270002006",,,"Block Group 6, Census Tract 2, Grays Harbor County, Washington",277400,"Block Group 6, Census Tract 2, Grays Harbor County, Washington",252721
"G53002700003001","2006-2010","WA",,,"Washington","53","Grays Harbor County","027",,,"000300","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530270003001",,,"Block Group 1, Census Tract 3, Grays Harbor County, Washington",155400,"Block Group 1, Census Tract 3, Grays Harbor County, Washington",22141
"G53002700003002","2006-2010","WA",,,"Washington","53","Grays Harbor County","027",,,"000300","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530270003002",,,"Block Group 2, Census Tract 3, Grays Harbor County, Washington",193100,"Block Group 2, Census Tract 3, Grays Harbor County, Washington",15194
"G53002700003003","2006-2010","WA",,,"Washington","53","Grays Harbor County","027",,,"000300","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530270003003",,,"Block Group 3, Census Tract 3, Grays Harbor County, Washington",130600,"Block Group 3, Census Tract 3, Grays Harbor County, Washington",23305
"G53002700004001","2006-2010","WA",,,"Washington","53","Grays Harbor County","027",,,"000400","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530270004001",,,"Block Group 1, Census Tract 4, Grays Harbor County, Washington",178200,"Block Group 1, Census Tract 4, Grays Harbor County, Washington",25143
"G53002700004002","2006-2010","WA",,,"Washington","53","Grays Harbor County","027",,,"000400","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530270004002",,,"Block Group 2, Census Tract 4, Grays Harbor County, Washington",155400,"Block Group 2, Census Tract 4, Grays Harbor County, Washington",24241
"G53002700004003","2006-2010","WA",,,"Washington","53","Grays Harbor County","027",,,"000400","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530270004003",,,"Block Group 3, Census Tract 4, Grays Harbor County, Washington",175400,"Block Group 3, Census Tract 4, Grays Harbor County, Washington",24942
"G53002700004004","2006-2010","WA",,,"Washington","53","Grays Harbor County","027",,,"000400","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530270004004",,,"Block Group 4, Census Tract 4, Grays Harbor County, Washington",157300,"Block Group 4, Census Tract 4, Grays Harbor County, Washington",73579
"G53002700004005","2006-2010","WA",,,"Washington","53","Grays Harbor County","027",,,"000400","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530270004005",,,"Block Group 5, Census Tract 4, Grays Harbor County, Washington",230700,"Block Group 5, Census Tract 4, Grays Harbor County, Washington",17804
"G53002700005001","2006-2010","WA",,,"Washington","53","Grays Harbor County","027",,,"000500","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530270005001",,,"Block Group 1, Census Tract 5, Grays Harbor County, Washington",166100,"Block Group 1, Census Tract 5, Grays Harbor County, Washington",103218
"G53002700005002","2006-2010","WA",,,"Washington","53","Grays Harbor County","027",,,"000500","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530270005002",,,"Block Group 2, Census Tract 5, Grays Harbor County, Washington",137800,"Block Group 2, Census Tract 5, Grays Harbor County, Washington",19321
