GEOID1,GEOID2,FULL1_NAME,FULL2_NAME,variable,estimate,moe,centroid1,centroid2,GISJOIN.x,YEAR.x,NAME_E.x,median_cost.x,YEAR.y,CBSAA.y,NAME_E.y,median_cost.y,housing_chg,GISJOIN.y,CBSA,chg_white_2010_2020,chg_black_2010_2020,chg_aiak_2010_2020,chg_asian_2010_2020,chg_nhpi_2010_2020,chg_other_2010_2020,chg_twoplus_2010_2020
42660,31700,"Seattle-Tacoma-Bellevue, WA Metro Area","Manchester-Nashua, NH Metro Area",MOVEDOUT,14,24,"c(-121.881387433741, 47.5574033466574)","c(-71.7160088181932, 42.9153058011702)",G31700,2011-2015,"Manchester-Nashua, NH Metro Area",245700,2016-2020,31700,"Manchester-Nashua, NH Metro Area",287900,42200,G31700,"Manchester-Nashua, NH Metro Area",-11877.039999999979,2639,60,3570.8199999999997,1,6579.82,21252.46
42660,31740,"Seattle-Tacoma-Bellevue, WA Metro Area","Manhattan, KS Metro Area",MOVEDOUT,23,35,"c(-121.881387433741, 47.5574033466574)","c(-96.5593545182787, 39.2714367203824)",G31740,2011-2015,"Manhattan, KS Metro Area",173800,2016-2020,31740,"Manhattan, KS Metro Area",180500,6700,G31740,"Manhattan, KS Metro Area",-3111,524,-25,576,290,1490,7221
42660,31860,"Seattle-Tacoma-Bellevue, WA Metro Area","Mankato, MN Metro Area",MOVEDOUT,15,17,"c(-121.881387433741, 47.5574033466574)","c(-94.1355315237257, 44.1543989982915)",G31860,2011-2015,"Mankato-North Mankato, MN Metro Area",165500,2016-2020,31860,"Mankato, MN Metro Area",198100,32600,G31860,"Mankato-North Mankato, MN Metro Area",-2117,3269,193,723,25,1175,3558
42660,31900,"Seattle-Tacoma-Bellevue, WA Metro Area","Mansfield, OH Metro Area",MOVEDOUT,0,NA,"c(-121.881387433741, 47.5574033466574)","c(-82.5364840032739, 40.7746842829183)",G31900,2011-2015,"Mansfield, OH Metro Area",102500,2016-2020,31900,"Mansfield, OH Metro Area",115100,12600,G31900,"Mansfield, OH Metro Area",-3731,-397,6,-15,21,585,3992
42660,32580,"Seattle-Tacoma-Bellevue, WA Metro Area","McAllen-Edinburg-Mission, TX Metro Area",MOVEDOUT,0,NA,"c(-121.881387433741, 47.5574033466574)","c(-98.1810705058907, 26.3967205885689)",G32580,2011-2015,"McAllen-Edinburg-Mission, TX Metro Area",79200,2016-2020,32580,"McAllen-Edinburg-Mission, TX Metro Area",90000,10800,G32580,"McAllen-Edinburg-Mission, TX Metro Area",-381095,179,3566,1570,81,128845,342866
42660,32780,"Seattle-Tacoma-Bellevue, WA Metro Area","Medford, OR Metro Area",MOVEDOUT,305,319,"c(-121.881387433741, 47.5574033466574)","c(-122.728430834089, 42.4321485782614)",G32780,2011-2015,"Medford, OR Metro Area",218100,2016-2020,32780,"Medford, OR Metro Area",294500,76400,G32780,"Medford, OR Metro Area",-1979.0199999999895,362,395,1023,272,2539,17441
42660,32820,"Seattle-Tacoma-Bellevue, WA Metro Area","Memphis, TN-MS-AR Metro Area",MOVEDOUT,194,169,"c(-121.881387433741, 47.5574033466574)","c(-89.8696112448334, 35.0241855005169)",G32820,2011-2015,"Memphis, TN-MS-AR Metro Area",133300,2016-2020,32820,"Memphis, TN-MS-AR Metro Area",161300,28000,G32820,"Memphis, TN-MS-AR Metro Area",-65503.689999999944,11061,1144,7880,-28,21236,45889.99
42660,32900,"Seattle-Tacoma-Bellevue, WA Metro Area","Merced, CA Metro Area",MOVEDOUT,81,168,"c(-121.881387433741, 47.5574033466574)","c(-120.717668624233, 37.1918569455357)",G32900,2011-2015,"Merced, CA Metro Area",161200,2016-2020,32900,"Merced, CA Metro Area",268800,107600,G32900,"Merced, CA Metro Area",-43847,-768,4045,1879,224,26450,37426
42660,33100,"Seattle-Tacoma-Bellevue, WA Metro Area","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",MOVEDOUT,661,207,"c(-121.881387433741, 47.5574033466574)","c(-80.4652018420816, 26.1310646146683)",G33100,2011-2015,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",197900,2016-2020,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",298400,100500,G33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",-1485490,25149,10039,38622,-129,400878,1584629
42660,33140,"Seattle-Tacoma-Bellevue, WA Metro Area","Michigan City-La Porte, IN Metro Area",MOVEDOUT,20,20,"c(-121.881387433741, 47.5574033466574)","c(-86.7423662579725, 41.5490215590779)",G33140,2011-2015,"Michigan City-La Porte, IN Metro Area",123300,2016-2020,33140,"Michigan City-La Porte, IN Metro Area",139900,16600,G33140,"Michigan City-La Porte, IN Metro Area",-5681,89,125,171,4,1195,5047
42660,33220,"Seattle-Tacoma-Bellevue, WA Metro Area","Midland, MI Metro Area",MOVEDOUT,0,NA,"c(-121.881387433741, 47.5574033466574)","c(-84.3881091899644, 43.6468564313169)",G33220,2011-2015,"Midland, MI Metro Area",131200,2016-2020,33220,"Midland, MI Metro Area",145900,14700,G33220,"Midland, MI Micro Area",-4272,-50,-26,174,42,446,3551
42660,33260,"Seattle-Tacoma-Bellevue, WA Metro Area","Midland, TX Metro Area",MOVEDOUT,0,NA,"c(-121.881387433741, 47.5574033466574)","c(-102.031623535317, 31.8691687115767)",G33260,2011-2015,"Midland, TX Metro Area",164800,2016-2020,33260,"Midland, TX Metro Area",231100,66300,G33260,"Midland, TX Metro Area",-6898,1962,537,2268,137,5971,29134
42660,33340,"Seattle-Tacoma-Bellevue, WA Metro Area","Milwaukee-Waukesha, WI Metro Area",MOVEDOUT,261,165,"c(-121.881387433741, 47.5574033466574)","c(-87.7969878691805, 43.1803927723573)",G33340,2011-2015,"Milwaukee-Waukesha-West Allis, WI Metro Area",193600,2016-2020,33340,"Milwaukee-Waukesha, WI Metro Area",223700,30100,G33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",-97145,-5018,838.0100000000002,20319,0,15501,84328.01
42660,33460,"Seattle-Tacoma-Bellevue, WA Metro Area","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",MOVEDOUT,1794,593,"c(-121.881387433741, 47.5574033466574)","c(-93.2033708005296, 45.0665145611647)",G33460,2011-2015,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",213900,2016-2020,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",271600,57700,G33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",-13459.060000000056,93891,3834,77293,-44,44287,149493
42660,33540,"Seattle-Tacoma-Bellevue, WA Metro Area","Missoula, MT Metro Area",MOVEDOUT,610,384,"c(-121.881387433741, 47.5574033466574)","c(-113.923709094279, 47.0364887119777)",G33540,2011-2015,"Missoula, MT Metro Area",239700,2016-2020,33540,"Missoula, MT Metro Area",302200,62500,G33540,"Missoula, MT Metro Area",221.63999999999942,307,427,220,20,2151,5278.01
42660,33660,"Seattle-Tacoma-Bellevue, WA Metro Area","Mobile, AL Metro Area",MOVEDOUT,99,127,"c(-121.881387433741, 47.5574033466574)","c(-88.1975295763405, 30.6851469105803)",G33660,2011-2015,"Mobile, AL Metro Area",122400,2016-2020,33660,"Mobile, AL Metro Area",137200,14800,G33660,"Mobile, AL Metro Area",-19097,3262,376,1024,30,2113,14109
42660,33700,"Seattle-Tacoma-Bellevue, WA Metro Area","Modesto, CA Metro Area",MOVEDOUT,17,31,"c(-121.881387433741, 47.5574033466574)","c(-120.997741565743, 37.559165406261)",G33700,2011-2015,"Modesto, CA Metro Area",190800,2016-2020,33700,"Modesto, CA Metro Area",314100,123300,G33700,"Modesto, CA Metro Area",-80738.75,1192.0200000000004,4641,8688,868,46919.31,56857.22
42660,33860,"Seattle-Tacoma-Bellevue, WA Metro Area","Montgomery, AL Metro Area",MOVEDOUT,12,32,"c(-121.881387433741, 47.5574033466574)","c(-86.4032432127574, 32.3606124908881)",G33860,2011-2015,"Montgomery, AL Metro Area",129300,2016-2020,33860,"Montgomery, AL Metro Area",144800,15500,G33860,"Montgomery, AL Metro Area",-13634,7985,235,3738,-48,2396,10839
42660,34060,"Seattle-Tacoma-Bellevue, WA Metro Area","MorganTown, WV Metro Area",MOVEDOUT,115,152,"c(-121.881387433741, 47.5574033466574)","c(-79.8044531965202, 39.5272835227867)",G34060,2011-2015,"Morgantown, WV Metro Area",150300,2016-2020,34060,"Morgantown, WV Metro Area",181600,31300,G34060,"Morgantown, WV Metro Area",632,2345,53,823,18,807,5651
42660,34580,"Seattle-Tacoma-Bellevue, WA Metro Area","Mount Vernon-Anacortes, WA Metro Area",MOVEDOUT,2509,375,"c(-121.881387433741, 47.5574033466574)","c(-121.802269824328, 48.4821504052732)",G34580,2011-2015,"Mount Vernon-Anacortes, WA Metro Area",249800,2016-2020,34580,"Mount Vernon-Anacortes, WA Metro Area",341600,91800,G34580,"Mount Vernon-Anacortes, WA Metro Area",-907.9799999999959,114,362,752,192,2120,9991
42660,34740,"Seattle-Tacoma-Bellevue, WA Metro Area","Muskegon, MI Metro Area",MOVEDOUT,30,40,"c(-121.881387433741, 47.5574033466574)","c(-86.5352338459157, 43.2899298732172)",G34740,2011-2015,"Muskegon, MI Metro Area",99000,2016-2020,34740,"Muskegon, MI Metro Area",126400,27400,G34740,"Muskegon-Norton Shores, MI Metro Area",-3959,-974,-27,162,12,1030,7392
42660,34820,"Seattle-Tacoma-Bellevue, WA Metro Area","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",MOVEDOUT,5,7,"c(-121.881387433741, 47.5574033466574)","c(-78.9761494628465, 33.9044792829208)",G34820,2011-2015,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",165100,2016-2020,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",195700,30600,G34820,"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",55563.659999999974,3680.480000000003,330.71000000000004,1836.9899999999998,15,3895.5,16308.32
42660,34900,"Seattle-Tacoma-Bellevue, WA Metro Area","Napa, CA Metro Area",MOVEDOUT,58,55,"c(-121.881387433741, 47.5574033466574)","c(-122.330533195643, 38.5064736573128)",G34900,2011-2015,"Napa, CA Metro Area",466800,2016-2020,34900,"Napa, CA Metro Area",666900,200100,G34900,"Napa, CA Metro Area",-21346.059999999998,-204.30999999999995,891.49,1559.7700000000004,-22.569999999999993,5599.990000000002,15169.32
42660,34940,"Seattle-Tacoma-Bellevue, WA Metro Area","Naples-Marco Island, FL Metro Area",MOVEDOUT,182,228,"c(-121.881387433741, 47.5574033466574)","c(-81.3809730172991, 26.0992389718907)",G34940,2011-2015,"Naples-Immokalee-Marco Island, FL Metro Area",272800,2016-2020,34940,"Naples-Marco Island, FL Metro Area",366600,93800,G34940,"Naples-Marco Island, FL Metro Area",-12586.540000000008,2262,927.31,2064,-33,12829,48776
42660,34980,"Seattle-Tacoma-Bellevue, WA Metro Area","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",MOVEDOUT,1444,661,"c(-121.881387433741, 47.5574033466574)","c(-86.6870181294454, 36.1392032299833)",G34980,2011-2015,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",174700,2016-2020,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",262900,88200,G34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",115627,32112,3474,24353,107,46944,100919
42660,35100,"Seattle-Tacoma-Bellevue, WA Metro Area","New Bern, NC Metro Area",MOVEDOUT,0,NA,"c(-121.881387433741, 47.5574033466574)","c(-77.0238047313889, 35.1030515638647)",G35100,2011-2015,"New Bern, NC Metro Area",149400,2016-2020,35100,"New Bern, NC Metro Area",155900,6500,G35100,"New Bern, NC Micro Area",-7080.169999999998,-4268,-105,1008,32,742,5053.98
42660,35300,"Seattle-Tacoma-Bellevue, WA Metro Area","New Haven-Milford, CT Metro Area",MOVEDOUT,124,88,"c(-121.881387433741, 47.5574033466574)","c(-72.8998602354979, 41.3488204704997)",G35300,2011-2015,"New Haven-Milford, CT Metro Area",245200,2016-2020,35300,"New Haven-Milford, CT Metro Area",252300,7100,G35300,"New Haven-Milford, CT Metro Area",-100913,9083,1561,7257,136,25679,59555
42660,35380,"Seattle-Tacoma-Bellevue, WA Metro Area","New Orleans-Metairie, LA Metro Area",MOVEDOUT,229,118,"c(-121.881387433741, 47.5574033466574)","c(-89.6715487703441, 29.8033398730553)",G35380,2011-2015,"New Orleans-Metairie, LA Metro Area",176000,2016-2020,35380,"New Orleans-Metairie, LA Metro Area",205500,29500,G35380,"New Orleans-Metairie-Kenner, LA Metro Area",-49524.390000000014,17290.780000000028,887,5515.989999999998,-8,30150,79576.81
42660,35620,"Seattle-Tacoma-Bellevue, WA Metro Area","New York-Newark-Jersey City, NY-NJ-PA Metro Area",MOVEDOUT,3056,854,"c(-121.881387433741, 47.5574033466574)","c(-73.8798514365529, 40.7732597815235)",G35620,2011-2015,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",398800,2016-2020,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",465400,66600,G35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",-1805137.3599999994,-124824.8999999999,58742.03,631111.1200000001,1946,1084680.4700000002,1396852.71
42660,35660,"Seattle-Tacoma-Bellevue, WA Metro Area","Niles, MI Metro Area",MOVEDOUT,17,22,"c(-121.881387433741, 47.5574033466574)","c(-86.685421162337, 41.9957776871944)",G35660,2011-2015,"Niles-Benton Harbor, MI Metro Area",132600,2016-2020,35660,"Niles, MI Metro Area",157500,24900,G35660,"Niles-Benton Harbor, MI Metro Area",-9196,-2617,109,738,2,1468,6999
42660,35840,"Seattle-Tacoma-Bellevue, WA Metro Area","North Port-Sarasota-Bradenton, FL Metro Area",MOVEDOUT,13,19,"c(-121.881387433741, 47.5574033466574)","c(-82.3608702203258, 27.3454620870151)",G35840,2011-2015,"North Port-Sarasota-Bradenton, FL Metro Area",175100,2016-2020,35840,"North Port-Sarasota-Bradenton, FL Metro Area",261100,86000,G35840,"North Port-Bradenton-Sarasota, FL Metro Area",41829,2857,973,6892,105,16268,62511
42660,35980,"Seattle-Tacoma-Bellevue, WA Metro Area","Norwich-New London, CT Metro Area",MOVEDOUT,17,25,"c(-121.881387433741, 47.5574033466574)","c(-72.1064883783962, 41.4667226297028)",G35980,2011-2015,"Norwich-New London, CT Metro Area",244000,2016-2020,35980,"Norwich-New London, CT Metro Area",246800,2800,G35980,"Norwich-New London, CT Metro Area",-23668.98000000001,1,-17,-569.1299999999992,75,4488,14186.880000000001
42660,36140,"Seattle-Tacoma-Bellevue, WA Metro Area","Ocean City, NJ Metro Area",MOVEDOUT,7,11,"c(-121.881387433741, 47.5574033466574)","c(-74.8499819876546, 39.0851270536359)",G36140,2011-2015,"Ocean City, NJ Metro Area",299700,2016-2020,36140,"Ocean City, NJ Metro Area",306200,6500,G36140,"Ocean City, NJ Metro Area",-5833,-998,48,74,-8,897,3818
42660,36260,"Seattle-Tacoma-Bellevue, WA Metro Area","Ogden-Clearfield, UT Metro Area",MOVEDOUT,575,288,"c(-121.881387433741, 47.5574033466574)","c(-111.869981307697, 41.1191861867074)",G36260,2011-2015,"Ogden-Clearfield, UT Metro Area",199300,2016-2020,36260,"Ogden-Clearfield, UT Metro Area",284500,85200,G36260,"Ogden-Clearfield, UT Metro Area",37148.48999999999,1147.0500000000002,1937.1099999999997,2691,1942,8299.050000000003,36849
42660,36420,"Seattle-Tacoma-Bellevue, WA Metro Area","Oklahoma City, OK Metro Area",MOVEDOUT,245,117,"c(-121.881387433741, 47.5574033466574)","c(-97.5038814490705, 35.4298678749503)",G36420,2011-2015,"Oklahoma City, OK Metro Area",137200,2016-2020,36420,"Oklahoma City, OK Metro Area",162600,25400,G36420,"Oklahoma City, OK Metro Area",-9055.969999999972,15897.040000000008,5954.209999999999,11444.050000000003,699,32578,115190.85999999999
42660,36500,"Seattle-Tacoma-Bellevue, WA Metro Area","Olympia-Lacey-Tumwater, WA Metro Area",MOVEDOUT,7010,1019,"c(-121.881387433741, 47.5574033466574)","c(-122.832075603635, 46.9295010739913)",G36500,2011-2015,"Olympia-Tumwater, WA Metro Area",239400,2016-2020,36500,"Olympia-Lacey-Tumwater, WA Metro Area",315600,76200,G36500,"Olympia, WA Metro Area",7951.619999999995,2651,943.1000000000004,4231.130000000001,1386.06,4711.16,20665.9
42660,36540,"Seattle-Tacoma-Bellevue, WA Metro Area","Omaha-Council Bluffs, NE-IA Metro Area",MOVEDOUT,157,142,"c(-121.881387433741, 47.5574033466574)","c(-95.9991244392359, 41.2900842069545)",G36540,2011-2015,"Omaha-Council Bluffs, NE-IA Metro Area",148200,2016-2020,36540,"Omaha-Council Bluffs, NE-IA Metro Area",181200,33000,G36540,"Omaha-Council Bluffs, NE-IA Metro Area",10664,6407,2549,15801,229,11316,55288
42660,36740,"Seattle-Tacoma-Bellevue, WA Metro Area","Orlando-Kissimmee-Sanford, FL Metro Area",MOVEDOUT,1027,423,"c(-121.881387433741, 47.5574033466574)","c(-81.3630504913141, 28.4343585875859)",G36740,2011-2015,"Orlando-Kissimmee-Sanford, FL Metro Area",157900,2016-2020,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",242100,84200,G36740,"Orlando-Kissimmee-Sanford, FL Metro Area",-147166,66035,2987,39480,390,172997,404242
42660,36780,"Seattle-Tacoma-Bellevue, WA Metro Area","Oshkosh-Neenah, WI Metro Area",MOVEDOUT,31,44,"c(-121.881387433741, 47.5574033466574)","c(-88.6446589221891, 44.0688770598831)",G36780,2011-2015,"Oshkosh-Neenah, WI Metro Area",143100,2016-2020,36780,"Oshkosh-Neenah, WI Metro Area",158400,15300,G36780,"Oshkosh-Neenah, WI Metro Area",-6404,2124,89,1779,-5,942,6211
42660,37100,"Seattle-Tacoma-Bellevue, WA Metro Area","Oxnard-Thousand Oaks-Ventura, CA Metro Area",MOVEDOUT,273,151,"c(-121.881387433741, 47.5574033466574)","c(-119.090385572075, 34.4464885543547)",G37100,2011-2015,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",458100,2016-2020,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",609200,151100,G37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",-137129.25,166.92000000000007,6504.98,9476.870000000003,80,33182.82000000001,108238.79000000001
42660,37340,"Seattle-Tacoma-Bellevue, WA Metro Area","Palm Bay-Melbourne-Titusville, FL Metro Area",MOVEDOUT,117,105,"c(-121.881387433741, 47.5574033466574)","c(-80.7012055192101, 28.3003141522496)",G37340,2011-2015,"Palm Bay-Melbourne-Titusville, FL Metro Area",142200,2016-2020,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",220000,77800,G37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",-2747,3893,175,4564,30,10873,46448
42660,37460,"Seattle-Tacoma-Bellevue, WA Metro Area","Panama City, FL Metro Area",MOVEDOUT,16,27,"c(-121.881387433741, 47.5574033466574)","c(-85.6326228012155, 30.2376465512653)",G37460,2011-2015,"Panama City, FL Metro Area",156800,2016-2020,37460,"Panama City, FL Metro Area",195000,38200,G37460,"Panama City-Lynn Haven-Panama City Beach, FL Metro Area",-7427,-324,-120,785,47,3310,10093
42660,37620,"Seattle-Tacoma-Bellevue, WA Metro Area","Parkersburg-Vienna, WV Metro Area",MOVEDOUT,24,36,"c(-121.881387433741, 47.5574033466574)","c(-81.4484181566324, 39.3078048264281)",G37620,2011-2015,"Parkersburg-Vienna, WV Metro Area",104900,2016-2020,37620,"Parkersburg-Vienna, WV Metro Area",123800,18900,G37620,"Parkersburg-Marietta-Vienna, WV-OH Metro Area",-10096,15,-20,62,-7,440,4464
42660,37860,"Seattle-Tacoma-Bellevue, WA Metro Area","Pensacola-Ferry Pass-Brent, FL Metro Area",MOVEDOUT,131,82,"c(-121.881387433741, 47.5574033466574)","c(-87.156271986453, 30.659396235232)",G37860,2011-2015,"Pensacola-Ferry Pass-Brent, FL Metro Area",135400,2016-2020,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",176600,41200,G37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",20202,3526,-265,3034,182,5911,28324
42660,37900,"Seattle-Tacoma-Bellevue, WA Metro Area","Peoria, IL Metro Area",MOVEDOUT,86,117,"c(-121.881387433741, 47.5574033466574)","c(-89.5159190963433, 40.7891574838122)",G37900,2011-2015,"Peoria, IL Metro Area",131300,2016-2020,37900,"Peoria, IL Metro Area",133600,2300,G37900,"Peoria, IL Metro Area",-28895,1419,-9,2020,29,2439,12589
42660,37980,"Seattle-Tacoma-Bellevue, WA Metro Area","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",MOVEDOUT,952,389,"c(-121.881387433741, 47.5574033466574)","c(-75.311787898265, 39.8958339432863)",G37980,2011-2015,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",236600,2016-2020,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",259500,22900,G37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",-275268.5800000001,31339.679999999935,2645.9900000000016,118235.73999999999,179,118748.53000000003,283821.21
42660,38060,"Seattle-Tacoma-Bellevue, WA Metro Area","Phoenix-Mesa-Chandler, AZ Metro Area",MOVEDOUT,6069,1217,"c(-121.881387433741, 47.5574033466574)","c(-112.070491292226, 33.185706559268)",G38060,2011-2015,"Phoenix-Mesa-Scottsdale, AZ Metro Area",179100,2016-2020,38060,"Phoenix-Mesa-Chandler, AZ Metro Area",269300,90200,G38060,"Phoenix-Mesa-Glendale, AZ Metro Area",-144024,74703,22495,71697,2830,115684,509560
42660,38300,"Seattle-Tacoma-Bellevue, WA Metro Area","Pittsburgh, PA Metro Area",MOVEDOUT,322,144,"c(-121.881387433741, 47.5574033466574)","c(-79.8309606592053, 40.4390151897588)",G38300,2011-2015,"Pittsburgh, PA Metro Area",132500,2016-2020,38300,"Pittsburgh, PA Metro Area",159800,27300,G38300,"Pittsburgh, PA Metro Area",-107814.37000000011,2712.3699999999953,476.7600000000002,27027.979999999996,240,12665.779999999999,79314.85
42660,38340,"Seattle-Tacoma-Bellevue, WA Metro Area","Pittsfield, MA Metro Area",MOVEDOUT,40,66,"c(-121.881387433741, 47.5574033466574)","c(-73.2064038800772, 42.3706738934814)",G38340,2011-2015,"Pittsfield, MA Metro Area",204700,2016-2020,38340,"Pittsfield, MA Metro Area",221000,16300,G38340,"Pittsfield, MA Metro Area",-10522,724,36,408,-6,1654,5513
42660,38540,"Seattle-Tacoma-Bellevue, WA Metro Area","Pocatello, ID Metro Area",MOVEDOUT,64,49,"c(-121.881387433741, 47.5574033466574)","c(-112.567819517854, 42.6825343179209)",G38540,2011-2015,"Pocatello, ID Metro Area",145300,2016-2020,38540,"Pocatello, ID Metro Area",165800,20500,G38540,"Pocatello, ID Metro Area",-2182.9900000000052,121,528,104,84,1263,4323
42660,38860,"Seattle-Tacoma-Bellevue, WA Metro Area","Portland-South Portland, ME Metro Area",MOVEDOUT,116,114,"c(-121.881387433741, 47.5574033466574)","c(-70.416869047808, 43.6529644724717)",G38860,2011-2015,"Portland-South Portland, ME Metro Area",234400,2016-2020,38860,"Portland-South Portland, ME Metro Area",273100,38700,G38860,"Portland-South Portland-Biddeford, ME Metro Area",8371,6389,-30,1848,33,2489,18542
42660,38900,"Seattle-Tacoma-Bellevue, WA Metro Area","Portland-Vancouver-Hillsboro, OR-WA Metro Area",MOVEDOUT,5786,652,"c(-121.881387433741, 47.5574033466574)","c(-122.478565818679, 45.5981781751352)",G38900,2011-2015,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",270700,2016-2020,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",392000,121300,G38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",-8147.550000000047,12404,6423.610000000001,51419,5408.99,41551.619999999995,177777.44
42660,38940,"Seattle-Tacoma-Bellevue, WA Metro Area","Port St. Lucie, FL Metro Area",MOVEDOUT,97,98,"c(-121.881387433741, 47.5574033466574)","c(-80.4210006007892, 27.2246640348838)",G38940,2011-2015,"Port St. Lucie, FL Metro Area",145000,2016-2020,38940,"Port St. Lucie, FL Metro Area",227800,82800,G38940,"Port St. Lucie, FL Metro Area",-10360,13111,658,2235,-20,12921,45005
42660,39300,"Seattle-Tacoma-Bellevue, WA Metro Area","Providence-Warwick, RI-MA Metro Area",MOVEDOUT,334,305,"c(-121.881387433741, 47.5574033466574)","c(-71.3801959502074, 41.6682876679131)",G39300,2011-2015,"Providence-Warwick, RI-MA Metro Area",250700,2016-2020,39300,"Providence-Warwick, RI-MA Metro Area",290500,39800,G39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",-102977.93999999994,9814.729999999996,1650,12040.580000000002,-52,51973.95999999999,103287.5
42660,39340,"Seattle-Tacoma-Bellevue, WA Metro Area","Provo-Orem, UT Metro Area",MOVEDOUT,602,210,"c(-121.881387433741, 47.5574033466574)","c(-112.352673312044, 39.8644245778437)",G39340,2011-2015,"Provo-Orem, UT Metro Area",227100,2016-2020,39340,"Provo-Orem, UT Metro Area",334500,107400,G39340,"Provo-Orem, UT Metro Area",76999.16000000003,1597,1536,3388.379999999999,2845.0699999999997,12285.910000000003,45591.53
42660,39380,"Seattle-Tacoma-Bellevue, WA Metro Area","Pueblo, CO Metro Area",MOVEDOUT,52,50,"c(-121.881387433741, 47.5574033466574)","c(-104.512846810945, 38.1734238817292)",G39380,2011-2015,"Pueblo, CO Metro Area",138600,2016-2020,39380,"Pueblo, CO Metro Area",172500,33900,G39380,"Pueblo, CO Metro Area",-17423.910000000003,420,812,472,48,941.0099999999984,23830.01
42660,39460,"Seattle-Tacoma-Bellevue, WA Metro Area","Punta Gorda, FL Metro Area",MOVEDOUT,0,NA,"c(-121.881387433741, 47.5574033466574)","c(-81.9503102944886, 26.8998486900554)",G39460,2011-2015,"Punta Gorda, FL Metro Area",145700,2016-2020,39460,"Punta Gorda, FL Metro Area",209500,63800,G39460,"Punta Gorda, FL Metro Area",13484,179,100,715,13,2109,10269
42660,39540,"Seattle-Tacoma-Bellevue, WA Metro Area","Racine, WI Metro Area",MOVEDOUT,52,70,"c(-121.881387433741, 47.5574033466574)","c(-87.6960633558587, 42.7511710386086)",G39540,2011-2015,"Racine, WI Metro Area",164600,2016-2020,39540,"Racine, WI Metro Area",187700,23100,G39540,"Racine, WI Metro Area",-13293.029999999999,1536,280,195,6,644,12951
42660,39580,"Seattle-Tacoma-Bellevue, WA Metro Area","Raleigh-Cary, NC Metro Area",MOVEDOUT,287,177,"c(-121.881387433741, 47.5574033466574)","c(-78.4608030060398, 35.7571343935163)",G39580,2011-2015,"Raleigh, NC Metro Area",210700,2016-2020,39580,"Raleigh-Cary, NC Metro Area",268900,58200,G39580,"Raleigh-Cary, NC Metro Area",87106.62,30053.29999999999,2245.2200000000003,49590.2,249,34363.19,80399.5
42660,39660,"Seattle-Tacoma-Bellevue, WA Metro Area","Rapid City, SD Metro Area",MOVEDOUT,33,50,"c(-121.881387433741, 47.5574033466574)","c(-102.764139015628, 44.3179835971672)",G39660,2011-2015,"Rapid City, SD Metro Area",162100,2016-2020,39660,"Rapid City, SD Metro Area",199100,37000,G39660,"Rapid City, SD Metro Area",2530,497,2248,556,36,668,6157
42660,39740,"Seattle-Tacoma-Bellevue, WA Metro Area","Reading, PA Metro Area",MOVEDOUT,38,68,"c(-121.881387433741, 47.5574033466574)","c(-75.925997731989, 40.4162954688892)",G39740,2011-2015,"Reading, PA Metro Area",168200,2016-2020,39740,"Reading, PA Metro Area",187600,19400,G39740,"Reading, PA Metro Area",-33041,1849,967,1028,42,18169,28393
